,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12 bulbs ,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,PN,Relative Light intensity ,,,SAMPLE BEFORE RAYONET,,,,,,PN,,,,,,,SAMPLE AFTER RAYONET,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
kobs(m-1),kobs (m-1),λ,Irradiation ,I corrected,λ,"Abs, t=0","Abs, t=0 corrected",S,I*Ab*S,Rabs,λ,Abs ( Ref. Sensitizer),S,I*Abs(ref)*S,Rabs(ref),φ1O2 (t=0),,λ,"Abs, t=300min","Abs, t=300min corrected",S,I300*Abs*S,Rabs,φ1O2 (t=end),[1O2]ss,
,,315,20.844,20.844,315,-0.009415566921,0.0000,1.01,0.00,,315,0.05238404498,0.94,1.03,,,,315,-0.0648412779,0,1.08,0.00,,,,
,,314,19.822,19.822,314,-0.007112576161,0.0000,1.01,0.00,,314,0.05171420425,0.94,0.97,,,,314,-0.06398718059,0,1.08,0.00,,,,
,,313,26.975,26.975,313,-0.00477544358,0.0000,1.01,0.00,,313,0.05095567182,0.94,1.30,,,,313,-0.06261823326,0,1.08,0.00,,,,
,,312,23.824,23.824,312,-0.002223854885,0.0000,1.00,0.00,,312,0.05036563426,0.94,1.13,,,,312,-0.06145169586,0,1.07,0.00,,,,
,,311,18.82,18.82,311,0.0003734102647,0.0004,1.00,0.01,,311,0.0498438105,0.94,0.89,,,,311,-0.06045664102,0,1.07,0.00,,,,
,,310,16.804,16.804,310,0.003143942915,0.0031,1.00,0.05,,310,0.04922397062,0.95,0.78,,,,310,-0.05941013619,0,1.07,0.00,,,,
,,309,15.1,15.1,309,0.006518064532,0.0065,0.99,0.10,,309,0.04888207838,0.95,0.70,,,,309,-0.05832357332,0,1.07,0.00,,,,
,,308,26.564,26.564,308,0.009293345734,0.0093,0.99,0.24,,308,0.04833263531,0.95,1.21,,,,308,-0.05694657937,0,1.07,0.00,,,,
,,307,49.702,49.702,307,0.01239624247,0.0124,0.99,0.61,,307,0.0477610901,0.95,2.25,,,,307,-0.05578144267,0,1.07,0.00,,,,
,,306,25.086,25.086,306,0.01578070223,0.0158,0.98,0.39,,306,0.04724293202,0.95,1.12,,,,306,-0.05382894352,0,1.06,0.00,,,,
,,305,32.895,32.895,305,0.01931021176,0.0193,0.98,0.62,,305,0.04635870084,0.95,1.45,,,,305,-0.05205008015,0,1.06,0.00,,,,
,,304,15.086,15.086,304,0.02290372923,0.0229,0.97,0.34,,304,0.04581655562,0.95,0.66,,,,304,-0.04965449125,0,1.06,0.00,,,,
,,303,5.31,5.31,303,0.02630534023,0.0263,0.97,0.14,,303,0.04484046996,0.95,0.23,,,,303,-0.04799481109,0,1.06,0.00,,,,
,,302,14.818,14.818,302,0.03014503419,0.0301,0.97,0.43,,302,0.04417633638,0.95,0.62,,,,302,-0.04612335935,0,1.05,0.00,,,,
,,301,30.1275,30.1275,301,0.03396341205,0.0340,0.96,0.98,,301,0.04343653843,0.95,1.25,,,,301,-0.04429701716,0,1.05,0.00,,,,
,,300,20.182,20.182,300,0.03797742724,0.0380,0.96,0.73,,300,0.04276166484,0.95,0.82,,,,300,-0.04213320091,0,1.05,0.00,,,,
,,299,21.82,21.82,299,0.04190086946,0.0419,0.95,0.87,,299,0.04215052724,0.95,0.88,,,,299,-0.04006138816,0,1.05,0.00,,,,
,,298,11.706,11.706,298,0.04693408683,0.0469,0.95,0.52,,298,0.04168295488,0.95,0.47,,,,298,-0.03772639856,0,1.04,0.00,,,,
,,297,25.2475,25.2475,297,0.05074521154,0.0507,0.94,1.21,,297,0.04145369679,0.95,1.00,,,,297,-0.03555437177,0,1.04,0.00,,,,
,,296,15.732,15.732,296,0.05558251962,0.0556,0.94,0.82,,296,0.04146355018,0.95,0.62,,,,296,-0.03315289319,0,1.04,0.00,,,,
,,295,14.488,14.488,295,0.06053287536,0.0605,0.93,0.82,,295,0.04141089693,0.95,0.57,,,,295,-0.03058030643,0,1.04,0.00,,,,
,,294,8.3525,8.3525,294,0.06612225622,0.0661,0.93,0.51,,294,0.04144700617,0.95,0.33,,,,294,-0.02745787613,0,1.03,0.00,,,,
,,293,24.768,24.768,293,0.07139790803,0.0714,0.92,1.63,,293,0.04170697555,0.95,0.98,,,,293,-0.02489068732,0,1.03,0.00,,,,
,,292,-2.492,0,292,0.077600196,0.0776,0.92,0.00,,292,0.04215626046,0.95,0.00,,,,292,-0.02196442708,0,1.03,0.00,,,,
,,291,20.92,20.92,291,0.0827703625,0.0828,0.91,1.58,,291,0.04231294617,0.95,0.84,,,,291,-0.01891746186,0,1.02,0.00,,,,
,,290,17.68,17.68,290,0.0883018896,0.0883,0.90,1.41,,290,0.04289028049,0.95,0.72,,,,290,-0.01580703817,0,1.02,0.00,,,,
,,289,31.526,31.526,289,0.09352203459,0.0935,0.90,2.65,,289,0.04332995415,0.95,1.30,,,,289,-0.01309956145,0,1.02,0.00,,,,
,,288,39.834,39.834,288,0.09835714102,0.0984,0.89,3.51,,288,0.0438262783,0.95,1.66,,,,288,-0.009760992602,0,1.01,0.00,,,,
,,287,7.44,7.44,287,0.1037975177,0.1038,0.89,0.69,,287,0.04412569851,0.95,0.31,,,,287,-0.006908906624,0,1.01,0.00,,,,
,,286,20.7475,20.7475,286,0.1093691736,0.1094,0.88,2.01,,286,0.0448496528,0.95,0.88,,,,286,-0.003778604325,0,1.00,0.00,,,,
,,285,17.956,17.956,285,0.114776656,0.1148,0.88,1.81,,285,0.04537151381,0.95,0.77,,,,285,-0.0007215152727,0,1.00,0.00,,,,
,,284,15.74,15.74,284,0.1205040663,0.1205,0.87,1.66,,284,0.04590956494,0.95,0.69,,,,284,0.00235911971,0.00235911971,1.00,0.04,,,,
,,283,24.9525,24.9525,283,0.1262419671,0.1262,0.87,2.73,,283,0.04635706171,0.95,1.10,,,,283,0.005624894518,0.005624894518,0.99,0.14,,,,
,,282,4.922,4.922,282,0.1314721704,0.1315,0.86,0.56,,282,0.04698476195,0.95,0.22,,,,282,0.008794598281,0.008794598281,0.99,0.04,,,,
,,281,8.628,8.628,281,0.137108326,0.1371,0.86,1.01,,281,0.04738503695,0.95,0.39,,,,281,0.01230579801,0.01230579801,0.99,0.10,,,,
,,280,15.7425,15.7425,280,0.1420139968,0.1420,0.85,1.91,,280,0.04803946614,0.95,0.72,,,,280,0.01547792926,0.01547792926,0.98,0.24,,,,
,,279,3.726,3.726,279,0.1474815011,0.1475,0.85,0.47,,279,0.04846826568,0.95,0.17,,,,279,0.01858820394,0.01858820394,0.98,0.07,,,,
,,278,4.894,4.894,278,0.1533040553,0.1533,0.84,0.63,,278,0.04907410219,0.95,0.23,,,,278,0.02166943066,0.02166943066,0.98,0.10,,,,
,,277,23.66,23.66,277,0.1591018736,0.1591,0.84,3.15,,277,0.04949191585,0.94,1.11,,,,277,0.02460295707,0.02460295707,0.97,0.57,,,,
,,276,18.12,18.12,276,0.1658944935,0.1659,0.83,2.50,,276,0.0499686189,0.94,0.86,,,,276,0.02786948904,0.02786948904,0.97,0.49,,,,
,,275,-2.514,0,275,0.1732547134,0.1733,0.82,0.00,,275,0.05030715466,0.94,0.00,,,,275,0.03108160198,0.03108160198,0.96,0.00,,,,
,,274,14.332,14.332,274,0.1816922575,0.1817,0.82,2.13,,274,0.05048951507,0.94,0.68,,,,274,0.03501885757,0.03501885757,0.96,0.48,,,,
,,273,20.84,20.84,273,0.1907892823,0.1908,0.81,3.22,,273,0.0507995896,0.94,1.00,,,,273,0.03908194229,0.03908194229,0.96,0.78,,,,
,,272,9.684,9.684,272,0.2032380253,0.2032,0.80,1.57,,272,0.05079999939,0.94,0.46,,,,272,0.04429215565,0.04429215565,0.95,0.41,,,,
,,271,4.272,4.272,271,0.2171687037,0.2172,0.79,0.73,,271,0.05097971484,0.94,0.21,,,,271,0.04995241389,0.04995241389,0.94,0.20,,,,
,,270,26.212,26.212,270,0.2343874872,0.2344,0.77,4.75,,270,0.05145129561,0.94,1.27,,,,270,0.05643353984,0.05643353984,0.94,1.39,,,,
,,269,11.75,11.75,269,0.2495569289,0.2496,0.76,2.23,,269,0.05204628035,0.94,0.58,,,,269,0.06263484806,0.06263484806,0.93,0.69,,,,
,,268,8.76,8.76,268,0.2605748773,0.2606,0.75,1.72,,268,0.05311055854,0.94,0.44,,,,268,0.06696946919,0.06696946919,0.93,0.54,,,,
,,267,18.662,18.662,267,0.2688013613,0.2688,0.75,3.74,,267,0.05476332083,0.94,0.96,,,,267,0.07114326954,0.07114326954,0.92,1.22,,,,
,,266,18.055,18.055,266,0.2805320024,0.2805,0.74,3.73,,266,0.05741677061,0.94,0.97,,,,266,0.07600127906,0.07600127906,0.92,1.26,,,,
,,265,14.406,14.406,265,0.2961379588,0.2961,0.72,3.09,,265,0.06164864078,0.93,0.83,,,,265,0.08293645829,0.08293645829,0.91,1.09,,,,
,,264,19.872,19.872,264,0.3145803213,0.3146,0.71,4.45,,264,0.06829499453,0.93,1.26,,,,264,0.09013492614,0.09013492614,0.90,1.62,,,,
,,263,21.185,21.185,263,0.3360032737,0.3360,0.70,4.96,,263,0.07819655538,0.91,1.52,,,,263,0.09862454236,0.09862454236,0.89,1.87,,,,
,,262,27.97,27.97,262,0.3571338952,0.3571,0.68,6.81,,262,0.09260457754,0.90,2.33,,,,262,0.1071733609,0.1071733609,0.89,2.66,,,,
,,261,21.496,21.496,261,0.3775039017,0.3775,0.67,5.42,,261,0.1119921282,0.88,2.12,,,,261,0.1154691353,0.1154691353,0.88,2.18,,,,
,,260,19.5325,19.5325,260,0.3956534266,0.3957,0.66,5.07,,260,0.136207357,0.86,2.28,,,,260,0.1232368425,0.1232368425,0.87,2.10,,,,
,,259,4.372,4.372,259,0.4144662917,0.4145,0.64,1.17,,259,0.1651387215,0.83,0.60,,,,259,0.1305530518,0.1305530518,0.86,0.49,,,,
,,258,11.538,11.538,258,0.4339676201,0.4340,0.63,3.17,,258,0.1971407235,0.80,1.83,,,,258,0.1383822411,0.1383822411,0.86,1.37,,,,
,,257,22.98,22.98,257,0.4549003839,0.4549,0.62,6.48,,257,0.2246154994,0.78,4.03,,,,257,0.147166431,0.147166431,0.85,2.87,,,,
,,256,27.5725,27.5725,256,0.4790183604,0.4790,0.61,8.00,,256,0.2389378697,0.77,5.07,,,,256,0.1564859003,0.1564859003,0.84,3.62,,,,
,,255,16.478,16.478,255,0.5030965209,0.5031,0.59,4.91,,255,0.2396633774,0.77,3.03,,,,255,0.1664278954,0.1664278954,0.83,2.28,,,,
,,254,11.02,11.02,254,0.5278869867,0.5279,0.58,3.37,,254,0.2351000458,0.77,2.00,,,,254,0.1763352752,0.1763352752,0.82,1.60,,,,
,,253,16.7925,16.7925,253,0.5517768264,0.5518,0.57,5.24,,253,0.2323141396,0.77,3.02,,,,253,0.1862050444,0.1862050444,0.81,2.54,,,,
,,252,3.588,3.588,252,0.5761982799,0.5762,0.55,1.14,,252,0.2325267345,0.77,0.65,,,,252,0.1956637949,0.1956637949,0.80,0.57,,,,
,,251,24.366,24.366,251,0.6015582085,0.6016,0.54,7.93,,251,0.2349936217,0.77,4.42,,,,251,0.2054835558,0.2054835558,0.80,3.99,,,,
,,250,33.0575,33.0575,250,0.6277896166,0.6278,0.53,10.97,,250,0.2389265597,0.77,6.07,,,,250,0.2155542821,0.2155542821,0.79,5.62,,,,
,,249,23.212,23.212,249,0.6537919641,0.6538,0.52,7.84,,249,0.2416233867,0.77,4.30,,,,249,0.2253660411,0.2253660411,0.78,4.08,,,,
,,248,8.53,8.53,248,0.6787959933,0.6788,0.51,2.93,,248,0.2406269163,0.77,1.58,,,,248,0.2342287153,0.2342287153,0.77,1.54,,,,
,,247,12.435,12.435,247,0.7026801705,0.7027,0.50,4.33,,247,0.234154582,0.77,2.25,,,,247,0.2428972572,0.2428972572,0.77,2.31,,,,
,,246,25.578,25.578,246,0.7262070179,0.7262,0.49,9.02,,246,0.2242941558,0.78,4.48,,,,246,0.2515441775,0.2515441775,0.76,4.88,,,,
,,245,16.148,16.148,245,0.7509626746,0.7510,0.48,5.77,,245,0.2132069319,0.79,2.72,,,,245,0.2603402734,0.2603402734,0.75,3.16,,,,
,,244,5.8775,5.8775,244,0.7750983834,0.7751,0.47,2.12,,244,0.2029159516,0.80,0.95,,,,244,0.2688746154,0.2688746154,0.75,1.18,,,,
,,243,13.894,13.894,243,0.7988982201,0.7989,0.46,5.07,,243,0.1949372441,0.81,2.18,,,,243,0.2775940001,0.2775940001,0.74,2.85,,,,
,,242,11.39,11.39,242,0.8225490451,0.8225,0.45,4.20,,242,0.189797923,0.81,1.75,,,,242,0.2859574258,0.2859574258,0.73,2.39,,,,
,,241,8.89,8.89,241,0.8456850052,0.8457,0.44,3.31,,241,0.1868986487,0.81,1.35,,,,241,0.2940901518,0.2940901518,0.73,1.90,,,,
,,240,12.822,12.822,240,0.8696474433,0.8696,0.43,4.82,,240,0.1864719987,0.81,1.94,,,,240,0.3027098179,0.3027098179,0.72,2.79,,,,
,,239,30.608,30.608,239,0.8937964439,0.8938,0.42,11.59,,239,0.1883983016,0.81,4.68,,,,239,0.3120239079,0.3120239079,0.71,6.81,,,,
,,238,-0.78,0,238,0.9186578989,0.9187,0.42,0.00,,238,0.1936776042,0.81,0.00,,,,238,0.3222192228,0.3222192228,0.71,0.00,,,,
,,237,15.248,15.248,237,0.9455401897,0.9455,0.41,5.87,,237,0.2045722008,0.80,2.49,,,,237,0.3337565958,0.3337565958,0.70,3.55,,,,
,,236,31.038,31.038,236,0.9752468467,0.9752,0.40,12.05,,236,0.2235726118,0.78,5.42,,,,236,0.3481935859,0.3481935859,0.69,7.43,,,,
,,235,19.3725,19.3725,235,1.011741042,1.0117,0.39,7.59,,235,0.2538721561,0.76,3.72,,,,235,0.3662929833,0.3662929833,0.68,4.79,,,,
,,234,28.214,28.214,234,1.056719661,1.0567,0.37,11.18,,234,0.2972283959,0.72,6.07,,,,234,0.3899660707,0.3899660707,0.66,7.26,,,,
,,233,15.286,15.286,233,1.109727144,1.1097,0.36,6.12,,233,0.354852885,0.68,3.71,,,,233,0.4200359285,0.4200359285,0.64,4.11,,,,
,,232,12.7725,12.7725,232,1.168259501,1.1683,0.35,5.17,,232,0.4252421558,0.64,3.46,,,,232,0.4548060894,0.4548060894,0.62,3.60,,,,
,,231,28.496,28.496,231,1.225594521,1.2256,0.33,11.64,,231,0.5048154593,0.59,8.50,,,,231,0.4921574891,0.4921574891,0.60,8.39,,,,
,,230,0.414,0.414,230,1.279019952,1.2790,0.32,0.17,,230,0.5872437954,0.55,0.13,,,,230,0.5288229585,0.5288229585,0.58,0.13,,,,
,,229,29,29,229,1.334242702,1.3342,0.31,12.01,,229,0.6693272591,0.51,9.90,,,,229,0.5660541654,0.5660541654,0.56,9.17,,,,
,,228,30.692,30.692,228,1.399891853,1.3999,0.30,12.80,,228,0.7500327826,0.48,10.96,,,,228,0.6068559885,0.6068559885,0.54,10.03,,,,
,,227,17.8,17.8,227,1.479981542,1.4800,0.28,7.47,,227,0.8310585022,0.45,6.59,,,,227,0.6545220613,0.6545220613,0.52,6.02,,,,
,,226,13.6175,13.6175,226,1.572634101,1.5726,0.27,5.75,,226,0.9137124419,0.42,5.19,,,,226,0.7082318068,0.7082318068,0.49,4.76,,,,
,,225,8.898,8.898,225,1.671406746,1.6714,0.25,3.78,,225,0.9965543151,0.39,3.47,,,,225,0.7644463181,0.7644463181,0.47,3.20,,,,
,,224,35.3975,35.3975,224,1.776375294,1.7764,0.24,15.11,,224,1.074895859,0.37,14.08,,,,224,0.8217235208,0.8217235208,0.45,13.05,,,,
,,223,21.386,21.386,223,1.88432014,1.8843,0.23,9.16,,223,1.146276951,0.35,8.62,,,,223,0.8773834109,0.8773834109,0.43,8.05,,,,
,,222,34.954,34.954,222,1.995174766,1.9952,0.22,15.02,,222,1.210627675,0.34,14.24,,,,222,0.9316067696,0.9316067696,0.41,13.40,,,,
,,221,28.74,28.74,221,2.105547667,2.1055,0.20,12.38,,221,1.270466447,0.32,11.81,,,,221,0.9830260873,0.9830260873,0.40,11.18,,,,
,,220,12.026,12.026,220,2.221652508,2.2217,0.19,5.19,,220,1.323379397,0.31,4.97,,,,220,1.033758402,1.033758402,0.38,4.74,,,,
,,219,20.802,20.802,219,2.349890947,2.3499,0.18,8.99,,219,1.370252371,0.30,8.65,,,,219,1.085242391,1.085242391,0.37,8.29,,,,
,,218,36.1625,36.1625,218,2.48767662,2.4877,0.17,15.65,,218,1.41018784,0.30,15.09,,,,218,1.136955976,1.136955976,0.35,14.56,,,,
,,217,11.322,11.322,217,2.620136976,2.6201,0.17,4.90,,217,1.44396162,0.29,4.74,,,,217,1.181892991,1.181892991,0.34,4.59,,,,
,,216,14.952,14.952,216,2.736710548,2.7367,0.16,6.48,,216,1.469755292,0.29,6.27,,,,216,1.222161889,1.222161889,0.33,6.10,,,,
,,215,9.075,9.075,215,2.857274532,2.8573,0.15,3.94,,215,1.489689112,0.28,3.81,,,,215,1.262135744,1.262135744,0.33,3.73,,,,
,,214,20.526,20.526,214,2.993567467,2.9936,0.14,8.90,,214,1.503842354,0.28,8.63,,,,214,1.310810804,1.310810804,0.32,8.48,,,,
,,213,21.58,21.58,213,3.14229846,3.1423,0.14,9.36,,213,1.515094995,0.28,9.08,,,,213,1.36209321,1.36209321,0.30,8.96,,,,
,,212,14.7475,14.7475,212,3.27408433,3.2741,0.13,6.40,,212,1.522993922,0.28,6.21,,,,212,1.406887293,1.406887293,0.30,6.15,,,,
,,211,17.814,17.814,211,3.378426313,3.3784,0.13,7.73,,211,1.529318571,0.28,7.51,,,,211,1.446773171,1.446773171,0.29,7.46,,,,
,,210,10.005,10.005,210,3.466576815,3.4666,0.13,4.34,,210,1.534469366,0.27,4.22,,,,210,1.484649181,1.484649181,0.28,4.20,,,,
,,209,19.526,19.526,209,3.56071043,3.5607,0.12,8.48,,209,1.538966656,0.27,8.23,,,,209,1.522785902,1.522785902,0.28,8.22,,,,
,,208,5.036,5.036,208,3.625697851,3.6257,0.12,2.19,,208,1.543889165,0.27,2.12,,,,208,1.561790586,1.561790586,0.27,2.13,,,,
,,207,3.8025,3.8025,207,3.693074465,3.6931,0.12,1.65,,207,1.548407435,0.27,1.60,,,,207,1.599048257,1.599048257,0.26,1.61,,,,
,,206,14.602,14.602,206,3.743941307,3.7439,0.12,6.34,,206,1.552362204,0.27,6.16,,,,206,1.641575813,1.641575813,0.26,6.20,,,,
,,205,-3.99,0,205,3.811128855,3.8111,0.11,0.00,,205,1.552754164,0.27,0.00,,,,205,1.695269227,1.695269227,0.25,0.00,,,,
,,204,21.425,21.425,204,3.828226328,3.8282,0.11,9.30,,204,1.546462059,0.27,9.04,,,,204,1.76072371,1.76072371,0.24,9.14,,,,
,,203,23.68,23.68,203,3.887244701,3.8872,0.11,10.28,,203,1.533207417,0.27,9.98,,,,203,1.848616004,1.848616004,0.23,10.14,,,,
,,202,6.7925,6.7925,202,3.89294529,3.8929,0.11,2.95,,202,1.512364984,0.28,2.86,,,,202,1.970294476,1.970294476,0.22,2.92,,,,
,,201,9.542,9.542,201,3.921669483,3.9217,0.11,4.14,,201,1.488490343,0.28,4.01,,,,201,2.129233837,2.129233837,0.20,4.11,,,,
,,200,9.336,9.336,200,3.8956604,3.8957,0.11,4.05,,200,1.464729309,0.29,3.91,,,,200,2.343055487,2.343055487,0.18,4.04,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,0,0,,,,,,,,,,,,,,,,,,,,,,
